mz,time,Name,note
224.1182,8.6561,Cyprodinil ,mz1
163.1116,17.7026,Etofenprox ,mz1
182.9175,4.6267,Etridiazole ,mz1
366.9276,10.5596,Fipronil ,mz1
127.0416,9.8722,Fludioxonil ,mz1
301.0582,18.0406,Fluridone (Sonar) ,mz1
233.0593,10.2503,Flusilazole ,mz1
328.0942,17.8443,Flutriafol ,mz1
112.0502,9.0587,Folpet ,mz1
314.0097,13.0907,Iprodione ,mz1
153.0659,11.8523,Lenacil ,mz1
164.0704,8.4464,MGK-264 ,mz1
164.0705,8.6975,MGK_264_1,mz1
179.0245,10.1875,Myclobutanil ,mz1
236.0586,9.4776,Paclobutrazol ,mz1
249.9884,5.4871,Penconazole ,mz1
96.057,9.0039,Procymidone ,mz1
135.0803,12.4693,Propargite ,mz1
198.1025,6.5663,Pyrimethanil ,mz1
136.1203,19.3654,Pyriproxyfen ,mz1
125.0152,12.3044,Tebuconazole ,mz1
161.0112,6.6483,Terbacil-1,mz1
214.0853,6.4285,Terbuthylazine ,mz1
161.0167,9.7936,Tricyclazole (Beam)-1,mz1
205.9983,9.1171,Triflumizole ,mz1
212.0027,7.2467,Vinclozolin ,mz1
181.0646,15.3521,Acrinathrin ,mz1
152.0618,8.0321,Anthraquinone ,mz1
181.101,13.4226,Bifenthrin ,mz1
123.1169,8.993,Bioallethrin ,mz1
206.06,16.9059,Cyfluthrin-1,mz1
206.06,17.0775,Cyfluthrin-2,mz1
206.06,17.1256,Cyfluthrin-3,mz1
206.06,17.2154,Cyfluthrin-4,mz1
181.0647,14.9158,lambda-Cyhalothrin ,mz1
181.0647,14.6579,gama-Cyhalothrin ,mz1
181.0648,17.3198,Cypermethrin_1,mz1
181.0648,17.4801,Cypermethrin_2,mz1
181.0648,17.5161,Cypermethrin_3,mz1
181.0648,17.5789,Cypermethrin_4,mz1
171.9881,18.7539,Deltamethrin_1,mz1
173.9861,18.8233,Deltamethrin_2,mz1
125.0152,18.2542,Fenvalerate_1,mz1
125.0152,18.4512,Fenvalerate_2,mz1
157.0459,17.5677,Flucythrinate_1,mz1
157.0459,17.8076,Flucythrinate_2,mz1
250.0609,18.4242,tau-Fluvalinate_1,mz1
250.0609,18.5051,tau-Fluvalinate_2,mz1
183.0804,16.0042,cis-Permethrin ,mz1
183.0803,16.2281,trans-Permethrin ,mz1
183.0805,14.0307,Phenothrin_cis,mz1
183.0805,14.0554,Phenothrin_trans,mz1
128.0618,12.7986,Resmethrin ,mz1
141.0512,14.9203,Tefluthrin ,mz1
164.1096,13.199,Tetramethrin ,mz1
163.0154,7.4073,Transfluthrin ,mz1
387.249,17.735,Acequinocyl ,mz1
338.9014,13.2951,Bromopropylate ,mz1
312.0595,11.7542,Carfentrazone ethyl ,mz1
325.0211,12.0236,Chlorobenzilate,mz1
258.98,8.8085,Chlozolinate ,mz1
300.8799,8.0645,DCPA methyl ester (Chlorthal-dimethyl) ,mz1
282.0746,10.8059,Fluazifop-p-butyl ,mz1
160.1122,7.4271,Metalaxyl ,mz1
169.0646,4.9876,2-Phenylphenol ,mz1
374.9006,14.0963,Bromfenvinfos-methyl ,mz1
344.8478,11.4796,Bromfenvinphos ( E ),mz1
392.8299,20.4197,Bromophos ethyl ,mz1
330.6098,21.3047,Bromophos methyl ,mz1
156.9871,11.6878,Carbophenothion ,mz1
324.8786,15.8107,Chlorfenvinphos ,mz1
268.9264,11.1504,Chlorthiophos -1,mz1
268.9265,10.8316,Chlorthiophos -2,mz1
221.9127,10.6151,Chlorthiophos -3,mz1
96.9506,16.035,Coumaphos ,mz1
109.0105,11.7215,Edifenphos ,mz1
230.9736,11.1099,Ethion ,mz1
154.0445,9.8844,Fenamiphos ,mz1
321.8962,8.6612,Fenchlorphos (Ronnel) ,mz1
125.0421,8.0756,Fenthion ,mz1
413.8318,11.2995,Iodofenphos ,mz1
170.7278,22.2185,Leptophos ,mz1
104.0256,3.8214,Malathion ,mz1
180.0004,4.8706,Methacrifos ,mz1
96.9057,9.9967,Profenofos ,mz1
140.9593,9.874,Prothiofos ,mz1
293.9909,5.7704,Sulfotepp ,mz1
156.006,11.4646,Sulprofos ,mz1
230.9735,6.4173,Terbufos ,mz1
110.981,9.7071,Tetrachlorvinphos ,mz1
268.9255,11.1459,Tolclofos-methyl ,mz1
268.9255,10.8271,Tolclofos-methyl-1,mz1
88.0341,6.6478,Disulfoton,mz1
108.987,6.4618,Fonofos ,mz1
127.0154,7.2792,Methyl parathion ,mz1
109.0049,8.14,Parathion (ethyl parathion) ,mz1
121.0411,5.8944,Phorate ,mz1
176.083,12.7065,Piperonyl butoxide ,mz1
162.066,11.4868,Triazophos ,mz1
327.8768,10.0804,PCB-111,mz1
359.8406,10.0804,PCB-116,mz1
327.8768,9.0183,PCB-121,mz1
327.8769,9.9996,PCB-125,mz1
361.8377,9.9412,PCB-140,mz1
289.9032,8.7596,PCB-142,mz1
289.9033,10.8742,PCB-143,mz1
359.8406,11.1191,PCB-148,mz1
361.8377,10.9707,PCB-150,mz1
361.8378,10.0804,PCB-155,mz1
361.8377,9.7048,PCB-160,mz1
361.8377,9.2547,PCB-162,mz1
361.8377,12.0627,PCB-168,mz1
395.7987,12.6946,PCB-188,mz1
257.9579,11.4363,PCB-23,mz1
257.9578,11.1774,PCB-39,mz1
289.922,6.9511,PCB-62,mz1
289.922,7.8126,PCB-68,mz1
291.919,7.9773,PCB-80,mz1
289.9219,8.4363,PCB-88,mz1
253.9452,9.0789,PCB-94,mz1
327.8767,10.1932,PCB-109,mz1
327.877,9.734,PCB-112,mz1
327.8769,9.7865,PCB-120,mz1
361.8379,12.5446,PCB-159,mz1
395.799,12.0505,PCB-186,mz1
395.7988,13.5877,PCB-192,mz1
357.8252,14.5922,PCB-198,mz1
257.9579,6.3314,PCB-30,mz1
291.919,7.8185,PCB-43,mz1
289.922,9.1687,PCB-55,mz1
289.922,8.7187,PCB-58,mz1
289.922,8.9243,PCB-76,mz1
359.8406,10.8918,PCB-106,mz1
327.877,10.7728,PCB-108,mz1
359.8408,9.8275,PCB-152,mz1
361.8378,12.3733,PCB-166,mz1
393.8014,12.7646,PCB-177,mz1
395.7989,12.4316,PCB-182,mz1
395.7987,11.3533,PCB-184,mz1
427.7626,13.4639,PCB-204,mz1
257.9579,7.6594,PCB-36,mz1
289.9219,8.3748,PCB-72,mz1
359.8408,9.9092,PCB-78,mz1
289.922,9.7063,PCB-79,mz1
253.9452,9.4423,PCB-89,mz1
327.8769,8.4363,PCB-96,mz1
253.9452,8.9024,PCB-98,mz1
253.9451,8.9022,PCB-102,mz1
152.062,6.4545,PCB-11,mz1
327.8768,9.5181,PCB-113,mz1
327.8767,12.3625,PCB-126,mz1
327.8768,11.5973,PCB-127,mz1
289.9033,11.1109,PCB-133,mz1
361.8377,10.787,PCB-139,mz1
361.8377,9.983,PCB-145,mz1
361.8377,11.2547,PCB-161,mz1
257.9579,7.3506,PCB-21,mz1
257.9578,7.9326,PCB-38,mz1
291.9189,7.1646,PCB-50,mz1
289.9218,8.5889,PCB-57,mz1
289.9219,8.8249,PCB-61,mz1
291.9189,7.9415,PCB-65,mz1
253.9452,9.9057,PCB-86,mz1
327.8768,8.0337,PCB-104,mz1
327.8768,11.1325,PCB-114,mz1
152.062,6.5193,PCB-12,mz1
325.8797,9.7347,PCB-123,mz1
289.9033,12.203,PCB-129,mz1
395.7986,11.8431,PCB-137,mz1
359.8412,12.9834,PCB-156,mz1
359.8412,12.4437,PCB-167,mz1
395.7986,11.8521,PCB-176,mz1
361.8378,12.8357,PCB-185,mz1
393.8018,14.8918,PCB-189,mz1
257.9579,7.3745,PCB-33,mz1
219.9838,7.6298,PCB-49,mz1
289.9218,8.1738,PCB-59,mz1
289.9219,8.787,PCB-63,mz1
289.9219,8.3921,PCB-64,mz1
289.9219,10.3427,PCB-77,mz1
253.9453,10.1264,PCB-85,mz1
253.9451,9.1018,PCB-91,mz1
253.9453,9.9084,PCB-97,mz1
253.9451,8.634,PCB-100,mz1
327.8768,10.0032,PCB-117,mz1
327.8768,11.17,PCB-122,mz1
327.8767,10.7413,PCB-124,mz1
152.062,6.5496,PCB-13,mz1
289.9033,11.9088,PCB-130,mz1
152.062,6.1977,PCB-14,mz1
361.8377,11.1791,PCB-154,mz1
361.8377,12.0228,PCB-163,mz1
359.8406,10.26,PCB-165,mz1
395.7989,12.3472,PCB-175,mz1
427.7629,13.1773,PCB-200,mz1
427.7626,13.9974,PCB-201,mz1
427.7629,13.3977,PCB-202,mz1
257.9578,8.1487,PCB-35,mz1
291.9189,7.444,PCB-51,mz1
291.9189,7.359,PCB-53,mz1
289.9218,6.9727,PCB-54,mz1
289.9219,7.76,PCB-73,mz1
289.9218,7.9313,PCB-75,mz1
289.9219,10.1201,PCB-81,mz1
253.9451,9.472,PCB-90,mz1
325.8797,9.1906,PCB-101,mz1
325.8797,10.5861,PCB-105,mz1
325.8799,9.9342,PCB-118,mz1
327.8769,9.43,PCB-119,mz1
289.9035,12.65,PCB-128,mz1
289.9033,10.86,PCB-134,mz1
361.8379,9.96,PCB-136,mz1
361.8379,10.45,PCB-144,mz1
152.062,5.84,PCB-15,mz1
359.8412,10.1844,PCB-151,mz1
359.8412,13.0989,PCB-157,mz1
361.8375,11.7337,PCB-158,mz1
395.799,14.5096,PCB-190,mz1
395.7987,13.9052,PCB-191,mz1
257.9579,7.3754,PCB-20,mz1
461.7243,15.7538,PCB-207,mz1
461.7241,15.5146,PCB-208,mz1
149.0234,17.7049,PCB-209,mz1
257.9578,6.6608,PCB-27,mz1
257.9579,7.0012,PCB-29,mz1
257.9578,6.9339,PCB-34,mz1
254.9531,8.5003,PCB-40,mz1
291.919,8.1998,PCB-42,mz1
219.9841,7.9265,PCB-47,mz1
289.922,7.7362,PCB-69,mz1
253.9452,9.37,PCB-92,mz1
253.9452,8.9306,PCB-93,mz1
221.9999,5.521,PCB-10,mz1
253.9452,8.5165,PCB-103,mz1
253.9451,10.7908,PCB-107,mz1
359.8409,10.0401,PCB-115,mz1
289.9033,11.0936,PCB-131,mz1
289.9033,11.4114,PCB-132,mz1
289.9033,10.5854,PCB-135,mz1
361.8378,11.7177,PCB-141,mz1
359.8409,10.63,PCB-149,mz1
289.9034,11.31,PCB-164,mz1
255.9609,5.77,PCB-17,mz1
395.7989,13.24,PCB-171,mz1
393.8011,13.2179,PCB-172,mz1
393.8011,11.8425,PCB-178,mz1
393.8011,12.197,PCB-183,mz1
393.8011,13.3963,PCB-193,mz1
429.7603,14.424,PCB-196,mz1
427.763,13.6042,PCB-197,mz1
427.7629,16.2832,PCB-205,mz1
257.9579,6.6664,PCB-24,mz1
257.9578,7.103,PCB-26,mz1
257.9579,6.7993,PCB-32,mz1
257.9579,8.2901,PCB-37,mz1
291.919,8.3562,PCB-41,mz1
291.919,7.548,PCB-45,mz1
289.9219,7.6713,PCB-46,mz1
291.919,7.9077,PCB-48,mz1
152.062,5.9958,PCB-5,mz1
289.9219,9.3499,PCB-60,mz1
152.0621,5.8123,PCB-7,mz1
291.9189,8.9679,PCB-70,mz1
327.8768,9.7843,PCB-83,mz1
253.9452,9.3836,PCB-84,mz1
289.9219,8.9724,PCB-95,mz1
152.062,4.9356,PCB-1,mz1
325.8796,9.2971,PCB-110,mz1
359.8404,11.7202,PCB-138,mz1
359.8404,10.9259,PCB-146,mz1
289.9033,10.6823,PCB-147,mz1
359.8404,11.0718,PCB-153,mz1
220.992,6.7801,PCB-16,mz1
395.7989,13.3724,PCB-173,mz1
395.7988,13.009,PCB-174,mz1
395.799,11.6656,PCB-179,mz1
395.7988,13.1257,PCB-181,mz1
393.8011,12.041,PCB-187,mz1
220.992,6.2186,PCB-19,mz1
429.7603,15.7478,PCB-194,mz1
427.7625,15.1622,PCB-195,mz1
429.7603,14.2703,PCB-199,mz1
152.062,5.3096,PCB-2,mz1
429.7603,14.424,PCB-203,mz1
461.7249,16.6465,PCB-206,mz1
257.9579,7.5093,PCB-22,mz1
257.9579,7.1275,PCB-25,mz1
152.062,5.3537,PCB-3,mz1
187.0309,5.5237,PCB-4,mz1
289.922,9.3314,PCB-56,mz1
152.062,5.9295,PCB-6,mz1
219.984,8.7294,PCB-66,mz1
289.922,8.6866,PCB-67,mz1
289.9219,8.337,PCB-71,mz1
219.984,8.5902,PCB-74,mz1
152.062,6.0104,PCB-8,mz1
253.9452,10.4802,PCB-82,mz1
325.8796,9.2747,PCB-87,mz1
152.062,5.8194,PCB-9,mz1
325.8796,9.2063,PCB-99,mz1
141.0699,5.7693,BDE-1,mz1
247.9833,5.8698,BDE-2,mz1
249.9812,5.9798,BDE-3,mz1
327.8916,7.2398,BDE-10,mz1
168.057,8.0249,BDE-11,mz1
168.0569,8.2345,BDE-12,mz1
168.057,8.2345,BDE-13,mz1
325.8936,8.4575,BDE-15,mz1
327.8915,7.7527,BDE-7,mz1
327.8915,8.1806,BDE-8,mz1
245.9677,10.2406,BDE-17,mz1
247.9655,10.6579,BDE-25,mz1
247.9655,10.7128,BDE-28,mz1
247.9656,9.4895,BDE-30,mz1
247.9655,10.3304,BDE-32,mz1
247.9656,11.0328,BDE-33,mz1
407.7998,11.3203,BDE-35,mz1
407.7999,11.6498,BDE-37,mz1
323.8779,13.5567,BDE-47,mz1
323.878,13.4696,BDE-49,mz1
323.8779,14.038,BDE-66,mz1
485.7105,13.5656,BDE-71,mz1
483.7124,13.2136,BDE-75,mz1
323.878,15.1874,BDE-77,mz1
405.7841,17.1966,BDE-99,mz1
405.7844,16.4774,BDE-100,mz1
403.7865,17.9316,BDE-114,mz1
405.7842,16.958,BDE-115,mz1
405.7844,17.1478,BDE-116,mz1
565.6204,18.1556,BDE-126,mz1
405.7839,18.1019,BDE-85,mz1
481.6968,19.5035,BDE-138,mz1
481.6966,19.0461,BDE-153,mz1
481.6966,18.4855,BDE-154,mz1
403.7865,17.9563,BDE-155,mz1
481.6966,19.5552,BDE-166,mz1
563.6043,21.1498,BDE-181,mz1
563.6043,20.2356,BDE-183,mz1
563.6042,21.3517,BDE-190,mz1
173.0033,4.6453,bis(2-Chloroethoxy)methane,mz1
95.0071,3.0167,bis(2-Chloroethyl)ether,mz1
203.0198,5.4102,4-Chlorophenyl phenyl ether,mz1
332.1604,16.1287,bis(2-Ethylhexyl)phthalate,mz1
169.0886,5.5237,N-Nitrosodi-n-propylamine,mz1
167.073,10.7675,N-Nitrosodiphenylamine,mz1
164.02,4.2895,2-Chloronaphthalene,mz1
144.9607,3.0644,"1,2-Dichlorobenzene",mz1
144.9607,3.0945,"1,3-Dichlorobenzene",mz1
144.9607,3.108,"1,4-Dichlorobenzene",mz1
181.9264,3.0945,"1,2,4-Trichlorobenzene",mz1
194.9343,9.8605,Endosulfan I ,mz1
336.8754,11.2041,Endosulfan II ,mz1
273.8075,12.1712,Endosulfan sulfate,mz1
264.8544,10.4633,Endrin,mz1
273.8069,7.6869,Heptachlor,mz1
354.8405,9.0953,Heptachlor epoxide (Isomer B)-1,mz1
149.0232,14.2502,Benzoic acid,mz1
107.0491,4.9215,2-Methylphenol,mz1
106.0652,3.7881,4-Methylphenol,mz1
197.9214,4.1551,"2,4,5-Trichlorophenol",mz1
94.0414,3.1257,Aniline,mz1
135.0679,3.7811,Benzyl alcohol,mz1
129.0155,5.0646,4-Chloroaniline,mz1
141.0697,3.826,2-Methylnaphthalene,mz1
138.0423,4.4072,2-Nitroaniline,mz1
138.0423,4.8091,3-Nitroaniline,mz1
108.0443,5.3955,4-Nitroaniline,mz1
185.1026,5.3952,Benzidine,mz1
254.0192,16.3889,"3,3'-Dichlorobenzidine-2",mz1
150.0461,4.6836,Acenaphthylene,mz1
277.0971,19.4652,"Benzo(g,h,i)perylene",mz1
144.0151,3.7464,4-Chloro-3-methylphenol,mz1
125.9866,3.1907,2-Chlorophenol,mz1
163.9603,3.0347,"2,4-Dichlorophenol",mz1
107.0491,9.6951,"2,4-Dimethylphenol",mz1
121.0284,5.4362,"2-Methyl-4,6-dinitrophenol",mz1
109.0283,3.0024,2-Nitrophenol,mz1
109.0285,5.0262,4-Nitrophenol,mz1
95.0492,3.7852,Phenol,mz1
197.9211,4.1195,"2,4,6-Trichlorophenol",mz1
162.1258,4.8246,Acenaphthene-d10,mz1
236.1405,13.0783,Chrysene-d12,mz1
150.8543,17.6591,"1,4-Dichlorobenzene-d4",mz1
137.1155,3.1416,Naphthalene-d8,mz1
260.1411,17.5581,Perylene-d12,mz1
184.112,6.5174,Phenanthrene-d10,mz1
112.0519,9.5196,potassium sorbate,mz1
151.0389,8.4987,4-hydroxybenzoic acid,mz1
121.0283,4.5711,methyl paraben,mz1
193.0168,5.3222,protocatechuic acid,mz1
121.0284,4.9384,ethyl paraben,mz1
121.0284,5.0708,isopropyl paraben,mz1
121.0286,4.9425,butyl paraben,mz1
121.0284,9.5555,benzyl paraben,mz1
121.0285,8.4291,heptyl paraben,mz1
121.0283,5.4154,propyl paraben,mz1
138.0313,4.9461,isobutyl paraben,mz1
107.0494,4.8462,"Phenol, 2-octyl-",mz1
135.0808,4.8417,Nonylphenol,mz1
135.0806,8.3182,Nonylphenol monoethoxylate,mz1
214.989,5.8491,"2-Bromo-4-(2,4,4-trimethylpentan-2-yl)phenol",mz1
135.0805,11.4901,Nonylphenol diethoxylate,mz1
206.9663,6.8733,Chloramben,mz1
132.9608,6.0202,"2,4-Dichlorophenoxyacetic acid",mz1
201.9583,5.5277,Dicamba,mz1
201.9583,5.5277,Dichlorprop Acid,mz1
161.9633,5.9966,Picloram,mz1
197.9327,5.0024,Bentazon,mz1
119.0367,8.2414,Fenoprop,mz1
195.9244,7.1746,Acifluorfen,mz1
172.9559,4.7008,"3,5-dichlorobenzoic acid",mz1
142.0179,5.6099,MCPA,mz1
142.0179,5.6324,MCPP,mz1
161.9634,7.261,"2-(2,4-dichlorophenoxy)butanoic acid",mz1
195.9244,7.2418,"2,4,5-trichlorophenoxyacetic acid",mz1
94.9893,4.1743,Trimethyl Phosphate,mz1
99.1168,7.88,Tripropyl Phosphate,mz1
153.0312,5.5214,Tributyl Phosphate,mz1
339.0789,13.301,(3-Methylphenyl) diphenyl phosphate (CDP),mz1
339.0789,13.6331,(3-Methylphenyl) diphenyl phosphate (CDP),mz1
251.0473,12.6579,2-Ethylhexyldiphenylphosphate,mz1
165.0696,14.3757,Tri-O-cresyl phosphate,mz1
252.1827,17.8425,Isodecyl Diphenyl Phosphate,mz1
321.221,21.8235,Tris(2-ethylhexyl) phosphate,mz1
259.1123,13.2953,Diisopropylphenylphosphate,mz1
125.0387,18.0122,Triisopropyl Phosphate,mz1
177.0311,18.867,Tris(2-carboxyethyl)phosphine,mz1
292.9457,21.1561,"4,4'-Isopropylidenebis[2-(2,6-dibromophenoxy)ethanol]",mz1
340.0047,19.4429,Tris(1-chloro-2-propyl) phosphate,mz1
367.1093,16.288,Tri-P-cresyl phosphate,mz1
190.9426,11.4456,"Tris(1,3-dichloro-2-propyl)phosphate",mz1
492.4078,9.8206,"Bis(2,3-dibromopropyl) hydrogen phosphate",mz1
528.8295,18.6414,Tetrabromobisphenol A,mz1
556.7634,18.0077,Tetrabromobisphenol A Bismethyl Ether,mz1
198.8755,18.766,"Tris(2,3-dibromopropyl) phosphate",mz1
648.4283,21.8191,tris(tribromoneopentyl),mz1
211.8833,5.4491,Pentaerythritol tribromide,mz1
125.0057,7.4335,Tris(2-chloropropyl) phosphate,mz1
209.9675,6.2455,"Allyl 2,4,6-tribromophenyl ether",mz1
367.1094,15.2384,Tri-M-cresyl phosphate,mz1
106.5386,19.195,"1,2,5,6-Tetrabromocyclooctane",mz1
329.771,8.5803,"2-bromoallyl-2,4,6-tribromophenyl ether",mz1
421.4066,17.5034,Tetrabromophthalic Acid,mz1
555.4756,18.6242,Tetrabromobisphenol S,mz1
681.9385,24.2075,Tetrabromobisphenol A Diallyl Ether,mz1
357.1373,19.7405,"1,2-Bis(2,4,6-tribromophenoxy)ethane",mz1
331.7686,5.5356,"2,4,6-tris(2,4,6-tribromophenoxy)-1,3,5-triazine",mz1
183.9705,3.0132,3-Bromostyrene,mz1
227.2006,9.76,Benzophenone-3,mz1
255.1582,8.4945,4-Methyl-benzylidene camphor,mz1
309.1521,23.4242,Avobenzone,mz1
325.0044,5.4033,Tri(Chloropropyl) phosphate (TCPP),mz1
329.7717,5.5325,"2,4,6-Tribromophenol",mz1
313.2373,23.4242,Tetrachlorobisphenol A,mz1
399.0748,23.119,tris(2-Butoxyethyl) phosphate (TBEP),mz1
435.6768,12.2742,"2,3,4,5-Tetrabromobenzoic acid",mz1
435.6768,16.5164,"2,3,4,5-Tetrabromobenzoic acid_1",mz1
593.7022,19.5318,tetrabromobisphenol S bismethyl ether,mz1
528.7297,23.3057,tetrabromobisphenol A bisglycidyl ether,mz1
183.9705,3.0122,4-Bromostyrene,mz1
173.0367,4.3073,"cis/trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",mz1
173.0367,4.3073,"cis/trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",mz1
196.0516,7.1037,3-Phenoxybenzoic acid,mz1
186.0474,6.9587,4-fluro-3-phenoxy-benzoic acid,mz1
120.0207,7.1644,Homosalate,mz1
165.078,10.9181,Octyl-dimethyl-PABA,mz1
178.0623,11.5232,Occtyl-Methoxycinnamate (OMC),mz1
140.8843,23.4875,"O,O-Dimethyl Thiophosphate",mz1
181.0648,5.5149,"O,O-Diethyl Phosphonate",mz1
158.9688,6.637,"O,O-Dimethyl dithiophosphate",mz1
134.8804,19.1132,"O,O-Diethylthiophosphoric Acid",mz1
108.9873,7.3222,"O,O-Diethyl dithiophosphate",mz1
124.9045,19.212,Malathion Diacid,mz1
149.0598,3.7285,Carbofuran phenol,mz1
391.1048,9.2039,Mono(2-ethyl-5-oxohexyl) phthalate,mz1
365.8588,9.2106,Mono(2-ethyl-5-hydroxyhexyl) phthalate,mz1
487.2403,22.6349,Mono(5-carboxy-2-ethylpentyl) phthalate,mz1
169.1012,18.1822,Tripentyl Phosphate,mz1
213.0908,10.0232,Bisphenol A,mz1
152.0621,4.8375,Mono(3-carboxypropyl) phthalate,mz1
162.8627,19.2615,triclocarban,mz1
163.9605,3.0122,"2,5-Dichlorophenol",mz1
117.0611,4.8442,PROPYLENE THIOUREA,mz1
139.0542,19.1268,Thifensulfuron-methyl,mz1
135.0799,4.8447,4-Tert-Octylphenol,mz1
218.0126,9.1355,Triclosan,mz1
181.0648,8.8813,Bisphenol F,mz1
104.0203,5.4026,ETHYLENE THIOUREA,mz1
147.9653,9.4646,Bensulfuron-methyl,mz1
150.3535,6.1528,Foramsulfuron,mz1
155.069,3.8688,Halosulfuron-methyl,mz1
155.0686,4.0967,Mesosulfuron-methyl,mz1
167.1799,19.3981,metsulfuron-methyl,mz1
411.0017,22.4422,nicosulfuron,mz1
96.0681,3.015,oxasulfuron,mz1
416.0367,7.4606,prosulfuron,mz1
156.0501,5.5172,rimsulfuron,mz1
514.0733,17.5394,sulfosulfuron,mz1
402.0533,3.834,triasulfuron,mz1
264.0061,9.4475,triflusulfuron-methyl,mz1
197.9215,4.0477,"2,4,6-trichlorophenol-1",mz1
137.0708,4.3747,2-isopropyl-6-methyl-4-pyrimidinol,mz1
98.9842,5.5122,diethyl phosphate (DEP),mz1
125.0056,7.4357,dimethyl phosphate (DMP),mz1
92.0258,14.0455,mono-benzyl phthalate(MBzP),mz1
149.0448,15.0911,mono-n-butyl phthalate(MnBP),mz1
167.0854,19.1408,mono-cyclohexyl phthalate(MCHP),mz1
195.0607,6.6115,mono-ethyl phthalate(MEP),mz1
149.1327,9.8629,mono-n-octyl phthalate(MOP),mz1
149.0449,11.8895,mono-2-ethylhexyl phthalate(MEHP),mz1
293.1081,11.2188,mono-isononyl phthalate(MiNP),mz1
104.0257,14.0518,mono-methyl phthalate(MMP),mz1
153.0695,4.7862,Acenaphthene,mz1
176.0619,6.4444,Anthracene,mz1
105.0447,5.4818,Azobenzene,mz1
226.0779,12.867,Benz(a)anthracene,mz1
250.0781,16.316,Benz[a]pyrene,mz1
274.0782,19.2571,"Benzo(g,h,i)perylene",mz1
250.0781,17.2264,Benzo(k)fluoranthene,mz1
206.0939,11.7779,Benzyl butyl phthalate,mz1
249.9813,5.8632,4-Bromophenyl phenyl ether,mz1
166.0651,6.8304,Carbazole,mz1
127.0184,5.0026,2-Chlorophenol-1,mz1
279.1124,19.343,"Dibenz(a,h)anthracene",mz1
139.0542,4.9555,Dibenzofuran,mz1
205.0858,7.7083,Dibutyl phthalate,mz1
144.9607,3.1623,"1,2-Dichlorobenzene-1",mz1
144.9607,3.0289,"1,4-Dichlorobenzene-1",mz1
149.0593,5.2516,Diethyl phthalate,mz1
185.0372,4.8468,"2,4-Dinitrophenol",mz1
165.0293,4.9757,"2,4-Dinitrotoluene",mz1
119.0367,5.3636,"2,6-Dinitrotoluene",mz1
279.2112,13.8302,Di-n-octyl phthalate,mz1
200.0621,8.7375,Fluoranthene,mz1
165.0699,5.2905,Fluorene,mz1
274.0782,19.5753,"Indeno(1,2,3-cd)pyrene",mz1
93.07,9.5525,2-Methylphenol-1,mz1
93.07,9.6378,4-Methylphenol-1,mz1
108.0444,5.322,3-Nitroaniline-1,mz1
108.0444,6.5531,4-Nitroaniline-1,mz1
121.0285,5.2494,Nitrobenzene,mz1
121.0285,14.058,Nitrobenzene-2,mz1
109.0285,5.026,2-Nitrophenol-1,mz1
265.844,6.1694,Pentachlorophenol,mz1
176.0619,6.4444,Phenanthrene,mz1
92.0257,5.8677,Phenol-1,mz1
197.9214,4.0548,"2,4,5-Trichlorophenol-1",mz1
250.0781,16.3338,Benzo(b)fluoranthene,mz1
93.0102,14.7176,bis(2-Chloroethyl)ether-1,mz1
121.0283,6.3826,bis(2-Chloro-1-methylethyl)ether,mz1
226.0779,12.8792,Chrysene,mz1
144.9604,3.6622,"1,3-Dichlorobenzene-1",mz1
144.9604,6.156,"1,4-Dichlorobenzene-2",mz1
163.0388,4.5639,Dimethyl phthalate,mz1
165.0295,4.6066,"2,6-Dinitrotoluene-1",mz1
149.1326,7.8711,bis(2-Ethylhexyl)phthalate-1,mz1
283.8102,5.8818,Hexachlorobenzene,mz1
236.841,3.9211,Hexachlorocyclopentadiene,mz1
116.4966,20.5846,Hexachloroethane,mz1
95.0856,9.6522,Isophorone,mz1
121.0285,7.7184,Nitrobenzene-1,mz1
169.076,6.8229,N-Nitrosodiphenylamine-1,mz1
200.0622,9.2624,Pyrene,mz1
116.9061,3.2345,Bromobenzene,mz1
86.1046,12.2624,Bromochloromethane,mz1
128.7707,19.0212,Bromodichloromethane,mz1
172.5827,19.7777,Bromoform,mz1
91.0542,11.3193,n-Butylbenzene,mz1
91.0542,19.1335,sec-Butylbenzene,mz1
91.0542,19.367,tert-Butylbenzene,mz1
118.9032,3.2345,Carbon tetrachloride,mz1
113.0189,4.3949,Chlorobenzene,mz1
97.0285,9.5262,Chloroform,mz1
102.0465,4.7715,2-Chlorotoluene,mz1
102.0465,5.5875,4-Chlorotoluene,mz1
128.5961,3.2727,Dibromochloromethane,mz1
158.8094,19.2143,"1,2-Dibromo-3-chloropropane",mz1
108.8999,19.7135,"1,2-Dibromoethane",mz1
108.9422,3.2322,Dibromomethane,mz1
144.9607,3.2075,"1,3-Dichlorobenzene-2",mz1
144.9607,3.239,"1,4-Dichlorobenzene-3",mz1
94.9451,3.2929,"1,1-Dichloroethene",mz1
94.9451,3.0234,"cis-1,2-Dichloroethene",mz1
94.9451,3.0346,"trans-1,2-Dichloroethene",mz1
86.9633,3.0324,"1,2-Dichloropropane",mz1
86.9633,3.2075,"1,3-Dichloropropane",mz1
86.9633,3.239,"2,2-Dichloropropane",mz1
111.9657,4.329,"1,1-Dichloropropene",mz1
91.0543,9.5194,Ethylbenzene,mz1
